BOX15_Mlig024916g1	3.65e-56	205
BOX15_Mlig024348g1	1.04e-09	63.5
BOX15_Mlig018669g1	5.85e-12	73.2
BOX15_Mlig016426g1	5.11e-33	142
BOX15_Mlig012309g1	9.46e-37	154
BOX15_Mlig013241g1	1.11e-18	95.1
BOX15_Mlig018909g1	5.44e-14	80.1
BOX15_Mlig025217g1	7.29e-18	92.4
BOX15_Mlig015385g1	8.40e-25	114
BOX15_Mlig009517g1	1.20e-20	100
BOX15_Mlig028639g1	5.11e-39	157
BOX15_Mlig026767g5	2.12e-49	179
BOX15_Mlig004863g1	2.06e-145	446
BOX15_Mlig010186g1	2.27e-04	49.3
BOX15_Mlig001459g3	6.82e-66	226
BOX15_Mlig018619g1	2.03e-129	384
BOX15_Mlig008883g4	1.44e-71	236
BOX15_Mlig016491g12	1.30e-26	113
BOX15_Mlig014011g1	4.83e-11	71.2
BOX15_Mlig026396g1	3.32e-25	111
BOX15_Mlig024322g2	5.01e-24	107
BOX15_Mlig031664g1	3.13e-33	131
BOX15_Mlig009645g1	5.71e-18	92.0
BOX15_Mlig030622g1	8.14e-18	92.0
BOX15_Mlig025621g1	5.13e-16	86.7
BOX15_Mlig033810g1	7.04e-07	57.4
BOX15_Mlig007222g3	4.24e-25	114
BOX15_Mlig015081g1	4.36e-13	77.4
BOX15_Mlig032482g1	1.48e-16	88.2
BOX15_Mlig031609g1	7.16e-09	63.5
BOX15_Mlig027167g2	9.66e-41	154
BOX15_Mlig022931g1	3.08e-117	367
BOX15_Mlig022345g1	1.67e-10	66.2
BOX15_Mlig010174g1	4.57e-121	370
BOX15_Mlig019166g1	1.35e-152	454
BOX15_Mlig023922g2	1.69e-139	417
BOX15_Mlig026138g2	1.88e-10	68.6
BOX15_Mlig006140g2	5.55e-37	137
BOX15_Mlig023547g1	4.71e-159	470
BOX15_Mlig012953g1	1.35e-81	272
BOX15_Mlig027460g2	2.15e-118	358
BOX15_Mlig007558g1	6.32e-112	356
BOX15_Mlig014474g5	1.73e-65	224
BOX15_Mlig020283g2	5.73e-158	470
BOX15_Mlig021913g2	4.22e-13	77.0
BOX15_Mlig033047g1	4.87e-05	50.8
BOX15_Mlig002809g2	3.25e-128	396
BOX15_Mlig026586g1	5.93e-11	71.2
BOX15_Mlig002193g1	3.81e-10	68.6
BOX15_Mlig009716g1	1.86e-40	150
BOX15_Mlig015081g3	9.60e-10	66.2
BOX15_Mlig009716g2	3.73e-73	240
BOX15_Mlig009645g2	3.73e-12	73.2
BOX15_Mlig015174g1	8.60e-154	457
BOX15_Mlig030616g2	1.11e-13	79.3
BOX15_Mlig013503g1	1.23e-26	119
BOX15_Mlig021706g1	1.08e-08	55.1
BOX15_Mlig004814g1	2.26e-13	78.2
BOX15_Mlig020845g1	3.63e-120	391
BOX15_Mlig020704g1	1.78e-09	65.5
BOX15_Mlig008995g1	4.87e-05	48.1
BOX15_Mlig008995g3	1.35e-15	84.3
BOX15_Mlig006398g1	1.85e-12	76.3
BOX15_Mlig005119g9	6.58e-160	487
BOX15_Mlig011179g1	3.07e-27	114
BOX15_Mlig014979g1	1.88e-153	451
BOX15_Mlig025378g2	1.79e-15	84.0
BOX15_Mlig029354g1	1.77e-08	56.2
BOX15_Mlig005480g1	4.03e-29	117
SMEST000150001	4.61e-146	441
SMEST000209001	1.94e-19	84.7
SMEST000214001	6.92e-84	272
SMEST000638001	1.66e-12	75.1
SMEST000681001	4.11e-58	204
SMEST002556001	1.59e-16	80.5
SMEST002742001	9.12e-59	204
SMEST002761001	1.26e-35	127
SMEST002905001	9.44e-143	429
SMEST004049001	6.67e-65	226
SMEST005358002	3.09e-159	470
SMEST006108001	2.19e-10	63.5
SMEST006412001	9.51e-06	53.1
SMEST006949001	6.46e-37	154
SMEST008099002	1.28e-84	278
SMEST008589002	8.47e-177	533
SMEST008719001	2.41e-19	99.0
SMEST008993001	1.08e-142	422
SMEST009914001	1.59e-164	491
SMEST010795001	4.80e-176	505
SMEST011523001	5.04e-79	263
SMEST011525001	3.06e-76	256
SMEST011827001	3.61e-141	425
SMEST012532004	1.42e-170	501
SMEST013072001	2.50e-12	74.3
SMEST013147002	1.47e-113	357
SMEST014741002	5.13e-130	394
SMEST015256002	2.15e-105	335
SMEST015383001	1.73e-127	384
SMEST016391001	9.12e-82	271
SMEST016405001	5.24e-86	272
SMEST016707001	2.25e-133	407
SMEST016710001	1.15e-121	377
SMEST016913001	4.60e-138	419
SMEST017657001	4.62e-80	265
SMEST017668001	6.14e-68	234
SMEST017678001	9.82e-83	275
SMEST018336002	1.92e-128	382
SMEST018611012	4.26e-51	200
SMEST018611013	4.03e-51	200
SMEST019202001	5.22e-18	91.3
SMEST019203001	2.37e-63	222
SMEST020579002	9.98e-70	219
SMEST020604001	7.70e-89	289
SMEST020658005	2.12e-22	106
SMEST020665001	3.55e-205	580
SMEST020677001	7.00e-05	47.4
SMEST021568001	7.20e-210	601
SMEST021654001	7.08e-134	404
SMEST021796001	2.73e-193	555
SMEST022851001	7.45e-200	603
SMEST022994001	1.78e-101	325
SMEST022995001	2.00e-94	304
SMEST022997001	6.07e-84	278
SMEST022999001	3.07e-78	264
SMEST023242002	1.69e-76	254
SMEST023360001	1.01e-173	507
SMEST023742004	2.72e-29	128
SMEST023742006	5.23e-30	130
SMEST024217002	7.96e-152	449
SMEST024270001	9.73e-135	412
SMEST026005001	2.69e-152	452
SMEST027550001	3.61e-46	171
SMEST027888003	4.58e-107	348
SMEST028094001	3.82e-137	417
SMEST028455001	6.71e-114	356
SMEST028687001	3.48e-177	521
SMEST028996002	3.95e-111	337
SMEST029017001	4.42e-84	273
SMEST029022001	9.30e-133	409
SMEST029213001	1.32e-153	459
SMEST031120001	4.52e-70	226
SMEST031120002	1.20e-76	245
SMEST031561004	3.78e-136	410
SMEST032616001	1.12e-06	56.2
SMEST032691001	3.79e-158	461
SMEST034894001	6.92e-87	284
SMEST034930001	3.42e-33	144
SMEST035185001	5.72e-108	340
SMEST037019002	9.60e-31	135
SMEST037124001	3.65e-160	466
SMEST037525001	1.05e-165	491
SMEST037592001	6.84e-111	340
SMEST039581001	4.02e-161	479
SMEST039749001	1.70e-181	525
SMEST040082001	1.23e-169	509
SMEST040424001	3.01e-10	66.2
SMEST041696001	7.98e-78	248
SMEST041729001	1.76e-74	249
SMEST041740001	4.18e-86	270
SMEST041796001	8.49e-70	228
SMEST041818001	2.19e-77	246
SMEST041829001	5.23e-79	250
SMEST041885001	8.06e-173	496
SMEST041886001	8.00e-145	426
SMEST041912001	2.42e-75	248
SMEST041914002	1.37e-78	251
SMEST042830001	7.80e-09	63.2
SMEST043119001	1.60e-168	499
SMEST043379001	5.68e-20	100
SMEST043840001	2.32e-146	442
SMEST044174001	1.21e-185	539
SMEST044381001	1.13e-177	520
SMEST045054001	6.69e-164	491
SMEST045131001	7.67e-130	398
SMEST045280001	2.73e-54	189
SMEST046729001	1.08e-93	292
SMEST046751001	2.15e-89	281
SMEST046895001	3.20e-106	325
SMEST047329001	6.96e-27	122
SMEST047372002	3.42e-40	148
SMEST047472002	1.74e-46	160
SMEST047581001	1.22e-168	502
SMEST048391002	4.20e-138	429
SMEST048395001	1.63e-83	283
SMEST049231001	9.05e-21	102
SMEST049467001	3.18e-105	350
SMEST052669002	6.69e-140	426
SMEST053382001	3.48e-110	347
SMEST053390001	3.09e-98	316
SMEST053391001	1.70e-102	325
SMEST053446003	8.03e-16	85.9
SMEST053471001	8.67e-10	65.9
SMEST053477002	3.70e-09	62.0
SMEST055022002	2.87e-226	667
SMEST056126002	1.57e-139	426
SMEST056721001	1.02e-136	408
SMEST060702001	1.21e-158	472
SMEST061291002	9.53e-29	118
SMEST061291010	2.42e-31	132
SMEST061503001	1.44e-175	514
SMEST061905001	6.65e-166	483
SMEST061997002	8.03e-134	420
SMEST062815001	1.62e-144	438
SMEST064187001	2.49e-179	527
SMEST064433001	5.01e-78	257
SMEST064435001	2.31e-74	247
SMEST064442001	5.12e-86	269
SMEST064521001	1.14e-146	441
SMEST064655002	1.36e-35	138
SMEST064656003	1.69e-32	123
SMEST064696001	1.00e-138	420
SMEST065489002	2.19e-40	162
SMEST065907001	4.43e-41	166
SMEST066647002	4.61e-195	566
SMEST066647004	8.35e-197	565
SMEST068441001	4.44e-107	343
SMEST068777001	9.65e-153	456
SMEST069054001	1.74e-90	293
SMEST069074001	2.22e-87	287
SMEST069521001	1.26e-15	77.0
SMEST069526001	7.74e-07	52.0
SMEST069533002	1.54e-54	202
SMEST069544001	2.96e-17	84.0
SMEST069546001	4.35e-68	236
SMEST069611001	1.11e-171	506
SMEST069788001	2.23e-51	176
SMEST069967002	1.03e-162	481
SMEST071005001	7.17e-123	373
SMEST071641001	5.90e-156	455
SMEST071734001	1.08e-39	165
SMEST072389001	2.91e-143	434
SMEST072895001	1.95e-124	384
SMEST073148001	8.14e-19	95.5
SMEST073173009	7.90e-39	159
SMEST073179001	4.48e-06	51.6
SMEST073183001	5.77e-45	170
SMEST073189006	1.44e-14	82.4
SMEST073204003	1.22e-17	86.3
SMEST073231003	3.95e-39	149
SMEST073267001	3.67e-67	232
SMEST073518001	2.07e-173	508
SMEST074769001	5.21e-12	73.2
SMEST075970001	1.52e-55	195
SMEST077022001	3.17e-14	76.3
SMEST077022002	9.25e-40	156
SMEST077071002	4.77e-136	402
SMEST077704001	3.16e-158	462
SMEST078360001	1.09e-169	504
SMEST079502001	2.10e-11	71.2
SMEST079503001	2.52e-15	83.6
SMEST080345004	3.69e-20	92.4
SMEST080356001	2.21e-09	60.5
SMEST080367001	9.42e-35	147
SMEST080411004	3.76e-36	141
SMEST080891001	2.64e-65	214
SMEST080891003	4.14e-65	214
SMEST080892001	4.13e-18	86.7
SMEST081650001	1.22e-137	420
SMEST081715001	1.66e-124	385
SMEST081862001	4.75e-31	134
